trial_index,trial_time,response_arrow_start_angle,motion_direction,motion_coherence,estimate_x,estimate_y,reaction_time,raw_response_time,prior_std,prior_mean,subject_id,experiment_name,experiment_id,session_id,run_id
207,402.263975000009,NaN,235,0.06,-1.60138774396834,-1.91978053263074,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
208,404.130458,NaN,215,0.24,-1.52333605929438,-1.98228334262624,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
209,406.047040000034,NaN,215,0.06,-1.7136238429726,-1.82030033917368,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
210,407.93030800001,NaN,225,0.06,-1.85361191517298,-1.67753475908213,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
211,409.763635000039,NaN,235,0.06,-1.60138774396834,-1.91978053263074,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
212,411.613408000034,NaN,225,0.12,-1.52333605929438,-1.98228334262624,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
213,413.480177999998,NaN,225,0.24,-1.48338837837703,-2.01235158928452,NaN,NaN,10,225,1,data01_direction4priors,11,1,1
1,0,NaN,255,0.06,-2.32574177478994,-0.917019736427161,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
2,2.61376199999359,NaN,235,0.06,-2.06956459438092,-1.40246297266093,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
3,4.7634459999972,NaN,235,0.12,-1.91921272143954,-1.60206820387418,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
4,6.81342500000028,NaN,185,0.06,-2.06956459438092,-1.40246297266093,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
5,9.11331000004429,NaN,335,0.06,-2.4999755288269,0.0110614314928706,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
6,11.3131710000453,NaN,155,0.12,-2.18863179649995,1.20825943379285,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
7,13.546490000037,NaN,165,0.12,-2.21235766242683,1.16424807214841,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
8,15.7963389999932,NaN,215,0.06,-2.4479448940319,0.507509404625312,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
9,18.4628580000135,NaN,265,0.06,-0.0880340807036371,-2.49844951932887,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
10,20.7127750000218,NaN,195,0.06,-2.30693746987971,-0.963348073162045,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
11,23.2294450000045,NaN,235,0.06,-2.32574177478994,-0.917019736427161,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
12,25.3459199999925,NaN,225,0.12,-2.24502001792963,-1.09994778016743,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
13,27.3791659999988,NaN,255,0.06,-2.09719808479894,-1.36079395689268,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
14,29.5291070000385,NaN,205,0.06,-2.12399272394532,-1.31858064168535,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
15,31.6290670000017,NaN,115,0.06,-2.4999755288269,0.0110614314928706,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
16,34.0622180000064,NaN,115,0.12,-0.265428136963144,2.48586964744901,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
17,36.6788550000056,NaN,215,0.06,-1.83869473609109,1.69387179782618,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
18,38.9787090000464,NaN,155,0.12,-2.42569183603245,0.604995137670968,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
19,41.1119500000495,NaN,215,0.24,-2.46156547952264,-0.436686832893411,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
20,43.2285260000499,NaN,215,0.12,-2.45760483279934,0.458452272108347,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
21,46.0618090000353,NaN,235,0.24,-2.01182560294908,-1.4841016620564,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
22,48.0949440000113,NaN,265,0.24,0.605855005301909,-2.42547721336454,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
23,50.3949140000041,NaN,185,0.24,-2.4999755288269,0.0110614314928706,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
24,52.4950220000464,NaN,185,0.12,-2.49753347577312,0.111024940408166,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
25,54.7447740000207,NaN,195,0.24,-2.46980633725736,-0.387371470869251,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
26,56.9280990000116,NaN,285,0.24,0.702363604766056,-2.39930935202196,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
27,59.2611790000228,NaN,65,0.06,-2.44213367399653,-0.534773894587454,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
28,63.5611580000259,NaN,145,0.24,-1.50573507366309,1.99568581894566,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
29,65.9443310000352,NaN,245,0.12,-0.0880340807036371,-2.49844951932887,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
30,68.2109090000158,NaN,285,0.12,0.750206124752747,-2.38478317051749,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
31,70.8773860000074,NaN,165,0.06,-2.4739722121816,0.359807578232127,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
32,73.0438600000343,NaN,235,0.12,-0.631147931702562,-2.4190188689441,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
33,75.360604000045,NaN,335,0.12,1.50255472914082,-1.99808140122883,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
34,77.8104230000172,NaN,275,0.24,-0.0880340807036371,-2.49844951932887,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
35,80.043703000003,NaN,225,0.12,-1.81969274663383,-1.71426903018407,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
36,82.076911000011,NaN,195,0.06,0.410086033821696,-2.46613654221829,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
37,84.2435500000138,NaN,255,0.06,-1.7136238429726,-1.82030033917368,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
38,86.3101190000307,NaN,155,0.06,2.49735348402505,-0.115002503572504,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
39,89.3933120000293,NaN,75,0.12,0.233728813446206,2.48905018867941,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
40,92.659691000008,NaN,295,0.06,0.891857312279872,-2.33550648351336,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
41,95.3430430000299,NaN,195,0.12,-1.98174319676199,-1.52403868129636,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
42,97.4428450000123,NaN,165,0.06,2.48017582423828,-0.314209931198854,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
43,100.292783000041,NaN,105,0.24,-0.512274962103795,2.44695205576275,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
44,102.809369000024,NaN,185,0.06,-2.4056719666972,-0.680251709771646,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
45,105.492553000047,NaN,225,0.06,-2.47705930538748,-0.337901165421627,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
46,107.825835000025,NaN,255,0.12,0.508377167071454,-2.44776482857328,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
47,110.025699999998,NaN,305,0.12,1.20903522594,-2.18820333205948,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
48,112.32559100003,NaN,275,0.06,0.557227527977475,-2.43710842640702,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
49,114.558786000009,NaN,225,0.24,-1.60138774396834,-1.91978053263074,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
50,116.575513000018,NaN,185,0.06,-1.09915185340906,-2.2454098073954,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
51,119.058640000003,NaN,255,0.06,-1.91921272143954,-1.60206820387418,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
52,121.375264000031,NaN,345,0.06,0.654240148702179,-2.41287584177598,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
53,123.591760000039,NaN,315,0.24,1.65742518152534,-1.8716147487252,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
54,125.891724000045,NaN,145,0.06,-1.07923905465338,2.25504835045967,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
55,129.341580000008,NaN,245,0.12,-0.337023028820767,-2.4771789354111,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
56,131.441427000042,NaN,175,0.12,-2.13856363422226,1.29481488344168,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
57,133.674744000018,NaN,175,0.12,-2.18863179649995,1.20825943379285,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
58,135.974584000011,NaN,225,0.06,1.16503227785984,-2.21194479848497,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
59,138.291201000044,NaN,295,0.12,1.83599465426623,-1.69679805206919,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
60,140.557673000032,NaN,355,0.06,1.73094404581812,-1.80383832708112,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
61,143.307652000047,NaN,135,0.12,-0.754003305158694,2.38358532799012,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
62,145.607579000003,NaN,225,0.06,1.33807305411595,-2.11176715142764,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
63,147.857393000042,NaN,255,0.24,0.360684576620729,-2.47384450525653,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
64,149.990717000037,NaN,225,0.06,0.605855005301909,-2.42547721336454,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
65,152.340568999993,NaN,115,0.12,-1.1685536606159,2.21008650108116,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
66,154.940478000033,NaN,205,0.12,-2.28721042074028,-1.00929108351213,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
67,156.990533000033,NaN,205,0.06,-1.85361191517298,-1.67753475908213,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
68,159.10695700004,NaN,325,0.12,1.38003797582082,-2.08458513505502,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
69,161.240210000018,NaN,125,0.06,-0.942075273175742,2.31570597867494,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
70,165.223381000047,NaN,115,0.06,-1.42472449906199,2.05430282620956,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
71,168.323181000014,NaN,135,0.06,-1.46552288116875,2.02539938895292,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
72,171.556465000031,NaN,105,0.06,-1.87220218690764,1.65676159158107,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
73,173.723090000043,NaN,285,0.06,1.42145090073563,-2.05656931242248,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
74,176.072892000026,NaN,185,0.06,-2.1122413644688,1.33732435042027,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
75,178.439501000044,NaN,305,0.06,1.33807305411595,-2.11176715142764,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
76,180.739406000008,NaN,195,0.12,-2.4999755288269,0.0110614314928706,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
77,182.922615999996,NaN,135,0.12,-1.76948717102661,1.7660450593267,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
78,185.089357000019,NaN,325,0.06,1.90237987872323,-1.62202059081535,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
79,187.339150000014,NaN,175,0.06,-2.42569183603245,0.604995137670968,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
80,189.489092000003,NaN,325,0.06,1.93443766459529,-1.58365113639183,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
81,191.872291000036,NaN,305,0.06,1.46229526424257,-2.02773088948552,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
82,194.722154000017,NaN,165,0.06,1.99621947532084,-1.50502751016378,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
83,197.955301000038,NaN,285,0.12,1.76667223002038,-1.768860998404,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
84,200.255284000013,NaN,235,0.06,-1.36005041649079,-2.09768035329581,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
85,202.855161000043,NaN,265,0.12,0.702363604766056,-2.39930935202196,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
86,205.038394000032,NaN,75,0.06,-2.27818959210623,1.02949122503246,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
87,207.404954000027,NaN,315,0.06,2.4945541332392,-0.164923243780915,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
88,210.021416000032,NaN,265,0.12,0.750206124752747,-2.38478317051749,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
89,212.437982000003,NaN,295,0.24,1.65742518152534,-1.8716147487252,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
90,214.671321000031,NaN,165,0.12,-1.25599882999959,2.1615889847609,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
91,216.787883000041,NaN,175,0.12,-2.48859036477484,-0.238574928166907,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
92,219.404352000041,NaN,275,0.06,1.80169376888595,-1.73317614891203,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
93,222.604225000017,NaN,335,0.06,1.54221319218122,-1.96763270705237,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
94,224.904218000011,NaN,145,0.06,-1.93695741780235,1.58056824010242,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
95,227.720851000049,NaN,85,0.12,-0.115887805983918,2.49731255881682,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
96,230.603935000021,NaN,185,0.12,-2.16403050703583,1.25178750777368,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
97,233.270550000016,NaN,345,0.06,-1.62269488090806,1.90180475429913,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
98,235.537078000023,NaN,185,0.24,-2.4739722121816,0.359807578232127,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
99,238.020271000045,NaN,125,0.06,-2.21235766242683,1.16424807214841,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
100,240.253633000015,NaN,205,0.24,-2.46156547952264,-0.436686832893411,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
101,242.386770000041,NaN,145,0.12,-2.35317474888478,0.844137785679002,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
102,244.470115000033,NaN,205,0.24,-2.17502291824568,-1.23258886296527,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
103,246.453367000038,NaN,245,0.24,-1.09915185340906,-2.2454098073954,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
104,248.486510000017,NaN,105,0.12,-0.0659217077024441,2.49913071455928,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
105,250.769825000025,NaN,165,0.24,-2.21235766242683,1.16424807214841,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
106,252.903048000007,NaN,255,0.06,-0.237692710056671,-2.48867478300921,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
107,255.136262000015,NaN,335,0.12,1.96572170119367,-1.54464824262881,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
108,257.40280000004,NaN,215,0.12,-2.37654487276207,-0.775908801179813,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
109,260.269361000042,NaN,195,0.24,-2.36055243813172,-0.823281353384351,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
110,262.902518999996,NaN,125,0.24,-0.895575832374246,2.33408310230531,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
111,265.669289000041,NaN,145,0.12,-2.18863179649995,1.20825943379285,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
112,267.885736000026,NaN,245,0.06,-2.41310761772694,0.653384745206232,NaN,NaN,80,225,1,data01_direction4priors,11,1,2
